Type,Policy ID,Policy Name,Policy Category ID,Policy Category Name,Policy Target All Computers,Policy Target Computer ID,Policy Target Computer Name,Policy Target Group ID,Policy Target Group Name,Policy Target Group is Smart,Policy Exclusion Computer ID,Policy Exclusion Computer Name,Policy Exclusion Group id,Policy Exclusion Group Name,Policy Exclusion Group is Smart,Policy Package ID,Policy Package Name,Policy Package Category Name,Policy Package Filename,Policy Script ID,Policy Script Name,Policy Script Category Name,Policy Script Filename,Configuration Profile ID,Configuration Profile Name,Configuration Profile Category ID,Configuration Profile Category Name,Configuration Profile Target Computer ID,Configuration Profile Target Computer Name,Configuration Profile Target Group ID,Configuration Profile Target Group Name,Configuration Profile Target Group is Smart,Configuration Profile Exclusion Group id,Configuration Profile Exclusion Group Name,Configuration Profile Exclusion Group is Smart,Policy Scripts ID,Policy Scripts Name
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,246,Password Policy - Developer,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,246,Password Policy - Developer,13,"""-IQVIA""",,,,,,3563,iqvia-mini,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,248,Firewall & FileVault Settings - Developer,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,256,Google Chrome Settings (Computer)  Backup 5th Feb2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,257,Microsoft Edge Settings (Computer)  Backup 5FEB2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,264,Google Chrome Settings (Computer)  Backup 11FEB2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,265,Microsoft Edge Settings (Computer)  Backup 11 FEB 2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,269,Microsoft Edge Settings (Computer)  Backup 16th FEB 2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,270,Google Chrome Settings (Computer)  Backup 16th FEB 2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,271,Approved Global Protect Extensions (Computers) ,59,"""Test""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,272,Google Chrome Settings (Computer)  Backup 26 FEB 2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,273,Microsoft Edge Settings (Computer)  Backup 26 FEB 2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,281,macOS Updates Settings - Developer,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,320,Google Chrome Settings (Computer)  Backup 19th March 2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,321,Microsoft Edge Settings (Computer)  Backup 19th March 2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,329,Google Chrome Settings (Computer)  Test,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,330,Microsoft Edge Settings (Computer)  Test,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,333,Google Chrome Settings (Computer)  Backup 01APR2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,334,Google Chrome Settings (Computer) cookies copy,59,"""Test""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,335,Microsoft Edge Settings (Computer)  Cookies Test,59,"""Test""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,342,Google Chrome Settings (Computer) Test,59,"""Test""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,350,Google Chrome Settings (Computer) Test Showhomebutton,59,"""Test""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,354,MacOS GA Updates Setting (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,354,MacOS GA Updates Setting (Computer),2,"""-Apple""",,,400,Global-MacMD Big Sur Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,354,MacOS GA Updates Setting (Computer),2,"""-Apple""",,,,,,467,Static-ConfigProf-MacOS Updates Settings exclusion,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,354,MacOS GA Updates Setting (Computer),2,"""-Apple""",,,,,,108,Static-Global-Early Adopters Patching,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,355,Login Window Settings (BigSur Computers) ,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,355,Login Window Settings (BigSur Computers) ,2,"""-Apple""",,,400,Global-MacMD Big Sur Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,355,Login Window Settings (BigSur Computers) ,2,"""-Apple""",,,,,,2002,INBANWLX22516,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,355,Login Window Settings (BigSur Computers) ,2,"""-Apple""",,,,,,2214,INBGL1WLX47614,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,355,Login Window Settings (BigSur Computers) ,2,"""-Apple""",,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,355,Login Window Settings (BigSur Computers) ,2,"""-Apple""",,,,,,468,Static-Policy Login Window Settings (BigSur Computers)  Exclusion,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,357,Crowdstrike Security Setting (Computer),55,"""-Crowdstrike""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,358,Crowdstrike Notification Setting (Computer),55,"""-Crowdstrike""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,358,Crowdstrike Notification Setting (Computer),55,"""-Crowdstrike""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,358,Crowdstrike Notification Setting (Computer),55,"""-Crowdstrike""",,,,,,469,Static-ConfigPro-Crowdstrike Computer Exclusion,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,359,Crowdstrike PPPC Setting (Computer),55,"""-Crowdstrike""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,360,Crowdstrike System Extension Setting (Computer),55,"""-Crowdstrike""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,361,Global Protect Setting (Computer) ,23,"""-Palo Alto Networks""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,361,Global Protect Setting (Computer) ,23,"""-Palo Alto Networks""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,361,Global Protect Setting (Computer) ,23,"""-Palo Alto Networks""",,,,,,562,(ITCT - MDM Settings) User Approved MDM - 02-04-2022,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,361,Global Protect Setting (Computer) ,23,"""-Palo Alto Networks""",,,,,,470,Static-ConfigPro-Global Protect Setting Computer Exclusion,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,362,Jamf Processes - AppleEvent,15,"""-JAMF""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,362,Jamf Processes - AppleEvent,15,"""-JAMF""",,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,362,Jamf Processes - AppleEvent,15,"""-JAMF""",,,400,Global-MacMD Big Sur Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,363,PPPC Config MacOS 3.0 ,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,363,PPPC Config MacOS 3.0 ,13,"""-IQVIA""",,,400,Global-MacMD Big Sur Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,363,PPPC Config MacOS 3.0 ,13,"""-IQVIA""",,,,,,2319,INBGL1WLX23794,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,364,Firewall & FileVault Settings (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,364,Firewall & FileVault Settings (Computer),2,"""-Apple""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,364,Firewall & FileVault Settings (Computer),2,"""-Apple""",,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,364,Firewall & FileVault Settings (Computer),2,"""-Apple""",,,,,,466,Static-ConfigProf-Firewall & FileVault Settings Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,372,Google Chrome Settings (Computer) Backup 18MAY2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,373,Microsoft Edge Settings (Computer) Backup 18MAY2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,374,MacOS Updates Setting (Computer) Test,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,374,MacOS Updates Setting (Computer) Test,2,"""-Apple""",1058,CLVW3011169,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,374,MacOS Updates Setting (Computer) Test,2,"""-Apple""",2002,INBANWLX22516,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,374,MacOS Updates Setting (Computer) Test,2,"""-Apple""",2367,USKANWLY37008,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,375,Google Chrome Settings (Computer)  copy,59,"""Test""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,376,Google Chrome Settings (Computer) Backup 03JUN2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,377,Microsoft Edge Settings (Computer) Backup 03JUN2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,378,PPPC Config MacOS 3.0 Testing,59,"""Test""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,380,MacOS EA Updates Setting (Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,380,MacOS EA Updates Setting (Computer),2,"""-Apple""",,,108,Static-Global-Early Adopters Patching,False,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,380,MacOS EA Updates Setting (Computer),2,"""-Apple""",,,,,,494,Static-MacOS EA Updates Setting (Computer) Exclusion,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,382,Sumit- USB/AirDrop Restriction Settings (Computer) EA,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,382,Sumit- USB/AirDrop Restriction Settings (Computer) EA,2,"""-Apple""",2534,USPLY1WL3029361,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,383,Google Chrome Settings (Computer)  Backup 22JUN2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,384,Microsoft Edge Settings (Computer)  Backup 22JUN2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,385,Safari Settings (Computer) Backup 25JUN2021,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,387,USB/AirDrop Restriction Settings (Computer) Backup 1 July 2021,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,390,Google Chrome Settings (Computer)  Backup 08JUL2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,391,Microsoft Edge Settings (Computer)  Backup 08JUL2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,393,ADCS TCS Profile -  Sumit Test,20,"""-MacMD""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,394,IQVIA Network Configs - Developers,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,394,IQVIA Network Configs - Developers,13,"""-IQVIA""",,,455,All Managed Clients - Developer,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,395,IQVIA Network Configs - Self Service,62,"""IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,395,IQVIA Network Configs - Self Service,62,"""IQVIA""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,395,IQVIA Network Configs - Self Service,62,"""IQVIA""",,,,,,1896,PL2WMY32228,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,395,IQVIA Network Configs - Self Service,62,"""IQVIA""",,,,,,2476,bgwwmy18737,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,396,IQVIA Network Config ADCS Profile Fix,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,396,IQVIA Network Config ADCS Profile Fix,13,"""-IQVIA""",,,512,Policy-Network Config Cert Fix,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,396,IQVIA Network Config ADCS Profile Fix,13,"""-IQVIA""",,,,,,1871,LNDWZ13909,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,396,IQVIA Network Config ADCS Profile Fix,13,"""-IQVIA""",,,,,,1967,USRTPWLY36405,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,396,IQVIA Network Config ADCS Profile Fix,13,"""-IQVIA""",,,,,,537,Policy-IQVIA Network Configs with ADCS Exclusion,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,396,IQVIA Network Config ADCS Profile Fix,13,"""-IQVIA""",,,,,,534,Policy-Machines Removed From Domain,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,397,Firewall & FileVault Settings (Computer) Backup 5th Aug 2021,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,398,Google Chrome Settings (Computer)  Backup 12AUG2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,399,Microsoft Edge Settings (Computer) Backup 12AUG2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,401,Dock Settings (Computer) Backup 13AUG2021,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,404,Privileges configuration,59,"""Test""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,405,Google Chrome Settings (Computer)  Backup 19AUG2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,406,Microsoft Edge Settings (Computer) Backup 19AUG2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,408,Google Chrome Settings (Computer)  Backup 26AUG2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,409,Microsoft Edge Settings (Computer)  Backup 26AUG2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,534,Policy-Machines Removed From Domain,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,1113,TORW323741,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,1896,PL2WMY32228,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,2053,CAMWZ37881,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,2105,LNDWZ13907,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,2297,PL2WMY15728,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,2476,bgwwmy18737,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,3539,USPLY1WLY15874,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,3566,USBTP2WLY26197,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,3665,USBTP2WLY37477,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,4227,USDUR1WLY26777,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,415,IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,535,Static-Active Directory Not Bound  Machines Till 2nd SEP Exclusion,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,419,Apple Kerberos SSO Extension Quintiles.net (Migrated Computer),2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,419,Apple Kerberos SSO Extension Quintiles.net (Migrated Computer),2,"""-Apple""",1058,CLVW3011169,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,420,Google Chrome Settings (Computer)  Backup 23SEP2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,421,Microsoft Edge Settings (Computer)  Backup 23SEP2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,422,IQVIA CA Certificates,20,"""-MacMD""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,422,IQVIA CA Certificates,20,"""-MacMD""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,423,NoMAD Configuration Settings ,20,"""-MacMD""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,423,NoMAD Configuration Settings ,20,"""-MacMD""",3562,USBTP2WLY24495,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,423,NoMAD Configuration Settings ,20,"""-MacMD""",3877,USMES1WLY68029,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,423,NoMAD Configuration Settings ,20,"""-MacMD""",,,534,Policy-Machines Removed From Domain,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,423,NoMAD Configuration Settings ,20,"""-MacMD""",,,,,,3562,USBTP2WLY24495,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,423,NoMAD Configuration Settings ,20,"""-MacMD""",,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,423,NoMAD Configuration Settings ,20,"""-MacMD""",,,,,,550,Static-ConfigPro-NoMAD Exclusions,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,424,Google Chrome Settings (Computer)  Backup 05OCT2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,425,Microsoft Edge Settings (Computer)  Backup 05OCT2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,426,Google Chrome Settings (Computer)  Backup 14OCT2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,427,Microsoft Edge Settings (Computer)  Backup 14OCT2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,434,ClickShare Profile,65,"""-ClickShare""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,434,ClickShare Profile,65,"""-ClickShare""",,,546,Static-ConfigPro-Clickshare Computer (Germany),False,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,435, Monterey Update Block,2,"""-Apple""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,435, Monterey Update Block,2,"""-Apple""",,,36,Global-MacMD Computers,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,435, Monterey Update Block,2,"""-Apple""",,,,,,552,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 1,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,435, Monterey Update Block,2,"""-Apple""",,,,,,553,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 2,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,435, Monterey Update Block,2,"""-Apple""",,,,,,554,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 3,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,435, Monterey Update Block,2,"""-Apple""",,,,,,555,(ITST macOS Upgrade) Static-Policy macOS Monterey Upgrade - Pilot Wave 4,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,435, Monterey Update Block,2,"""-Apple""",,,,,,566,Static-Policy macOS Monterey Upgrade EA,False,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,436,Crowdstrike M1 Profile,55,"""-Crowdstrike""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,436,Crowdstrike M1 Profile,55,"""-Crowdstrike""",,,484,Global-MacMD Silicon Chip Macs,True,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,436,Crowdstrike M1 Profile,55,"""-Crowdstrike""",,,,,,561,(ITST Enrollment Tools - Smart Group) Global-MacMD Computers New Enrollment Process Computers,True,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,437,IQVIA Network Configs with ADCS with Domain suffix copy,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,437,IQVIA Network Configs with ADCS with Domain suffix copy,13,"""-IQVIA""",1058,CLVW3011169,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,437,IQVIA Network Configs with ADCS with Domain suffix copy,13,"""-IQVIA""",3018,USMES1WLY25932,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,438,Google Chrome Settings (Computer)  Backup 02NOV2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,439,Microsoft Edge Settings (Computer)  Backup 02NOV2021,21,"""-Microsoft""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",1050,USRTPWLY14982,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",1113,TORW323741,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",1871,LNDWZ13909,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",1896,PL2WMY32228,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",1967,USRTPWLY36405,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",2053,CAMWZ37881,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",2105,LNDWZ13907,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",2297,PL2WMY15728,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",2476,bgwwmy18737,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",3539,USPLY1WLY15874,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",3566,USBTP2WLY26197,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",3665,USBTP2WLY37477,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,440,(TEST WHG NETWORK SETTINGS) - IQVIA Network Configs with ADCS with Domain suffix,13,"""-IQVIA""",4227,USDUR1WLY26777,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,442,Google Chrome Settings (Computer)  Backup 25NOV2021,12,"""-Google""",,,,,,,,,,
Configuration Profile,,,,,,,,,,,,,,,,,,,,,,,,443,Microsoft Edge Settings (Computer)  Backup 25NOV2021,21,"""-Microsoft""",,,,,,,,,,
